3

21

0 0 10000 10000 0 100 20 0 2 2 0
5 0 10525 10125 0 110 30 0 2 2 0
10 0 11100 10300 0 120 40 0 2 2 0
15 0 11725 10525 0 130 50 0 2 2 0
20 0 12400 10800 0 140 60 0 2 2 0
25 0 13125 11125 0 150 70 0 2 2 0
30 0 13900 11500 0 160 80 0 2 2 0
35 0 14725 11925 0 170 90 0 2 2 0
40 0 15600 12400 0 180 100 0 2 2 0
45 0 16525 12925 0 190 110 0 2 2 0
50 0 17500 13500 0 200 120 0 2 2 0
55 0 18525 14125 0 210 130 0 2 2 0
60 0 19600 14800 0 220 140 0 2 2 0
65 0 20725 15525 0 230 150 0 2 2 0
70 0 21900 16300 0 240 160 0 2 2 0
75 0 23125 17125 0 250 170 0 2 2 0
80 0 24400 18000 0 260 180 0 2 2 0
85 0 25725 18925 0 270 190 0 2 2 0
90 0 27100 19900 0 280 200 0 2 2 0
95 0 28525 20925 0 290 210 0 2 2 0
100 0 30000 22000 0 300 220 0 2 2 0

21

0 1 2000 30000 0 300 0 0 0 0 0
5 1 3500 30000 0 300 0 0 0 0 0
10 1 5000 30000 0 300 0 0 0 0 0
15 1 6500 30000 0 300 0 0 0 0 0
20 1 8000 30000 0 300 0 0 0 0 0
25 1 9500 30000 0 300 0 0 0 0 0
30 1 11000 30000 0 300 0 0 0 0 0
35 1 12500 30000 0 300 0 0 0 0 0
40 1 14000 30000 0 300 0 0 0 0 0
45 1 15500 30000 0 300 0 0 0 0 0
50 1 17000 30000 0 300 0 0 0 0 0
55 1 18500 30000 0 300 0 0 0 0 0
60 1 20000 30000 0 300 0 0 0 0 0
65 1 21500 30000 0 300 0 0 0 0 0
70 1 23000 30000 0 300 0 0 0 0 0
75 1 24500 30000 0 300 0 0 0 0 0
80 1 26000 30000 0 300 0 0 0 0 0
85 1 27500 30000 0 300 0 0 0 0 0
90 1 29000 30000 0 300 0 0 0 0 0
95 1 30500 30000 0 300 0 0 0 0 0
100 1 32000 30000 0 300 0 0 0 0 0

21

0 2 1700 50200 200 210 -10 0 0 -2 0
0 2 1900 50400 400 210 -10 0 0 -2 0
0 2 2100 50600 600 210 -10 0 0 -2 0
0 2 2300 50800 800 210 -10 0 0 -2 0
0 2 2500 51000 1000 210 -10 0 0 -2 0
0 2 2700 51200 1200 210 -10 0 0 -2 0
0 2 2900 51400 1400 210 -10 0 0 -2 0
0 2 3100 51600 1600 210 -10 0 0 -2 0
0 2 3300 51800 1800 210 -10 0 0 -2 0
0 2 3500 52000 2000 210 -10 0 0 -2 0
0 2 3700 52200 2200 210 -10 0 0 -2 0
0 2 3900 52400 2400 210 -10 0 0 -2 0
0 2 4100 52600 2600 210 -10 0 0 -2 0
0 2 4300 52800 2800 210 -10 0 0 -2 0
0 2 4500 53000 3000 210 -10 0 0 -2 0
0 2 4700 53200 3200 210 -10 0 0 -2 0
0 2 4900 53400 3400 210 -10 0 0 -2 0
0 2 5100 53600 3600 210 -10 0 0 -2 0
0 2 5300 53800 3800 210 -10 0 0 -2 0
0 2 5500 54000 4000 210 -10 0 0 -2 0
100 2 22500 39000 0 210 -210 0 0 -2 0

